id,category,question,opt1,opt2,opt3,opt4,opt5,opt6,trait_axis
964,Fun & Hypotheticals,You can possess one superhuman utility ability—which do you take (On Weekends)?,Instant teleportation to any place visited before,Ability to pause time while remaining mobile,Instant photographic memory and perfect comprehension,Never needing sleep while staying at 100% mental energy,Telekinesis to manipulate physical objects with thought,Fluent comprehension of every spoken and computer language,Fun
965,Fun & Hypotheticals,You can possess one superhuman utility ability—which do you take (With Strangers)?,Instant teleportation to any place visited before,Ability to pause time while remaining mobile,Instant photographic memory and perfect comprehension,Never needing sleep while staying at 100% mental energy,Telekinesis to manipulate physical objects with thought,Fluent comprehension of every spoken and computer language,Fun
966,Fun & Hypotheticals,You can possess one superhuman utility ability—which do you take (With Inner Circle)?,Instant teleportation to any place visited before,Ability to pause time while remaining mobile,Instant photographic memory and perfect comprehension,Never needing sleep while staying at 100% mental energy,Telekinesis to manipulate physical objects with thought,Fluent comprehension of every spoken and computer language,Fun
967,Fun & Hypotheticals,You can possess one superhuman utility ability—which do you take (Looking Back)?,Instant teleportation to any place visited before,Ability to pause time while remaining mobile,Instant photographic memory and perfect comprehension,Never needing sleep while staying at 100% mental energy,Telekinesis to manipulate physical objects with thought,Fluent comprehension of every spoken and computer language,Fun
968,Fun & Hypotheticals,You can possess one superhuman utility ability—which do you take (Looking Ahead)?,Instant teleportation to any place visited before,Ability to pause time while remaining mobile,Instant photographic memory and perfect comprehension,Never needing sleep while staying at 100% mental energy,Telekinesis to manipulate physical objects with thought,Fluent comprehension of every spoken and computer language,Fun
969,Fun & Hypotheticals,You can possess one superhuman utility ability—which do you take (Raw Instinct)?,Instant teleportation to any place visited before,Ability to pause time while remaining mobile,Instant photographic memory and perfect comprehension,Never needing sleep while staying at 100% mental energy,Telekinesis to manipulate physical objects with thought,Fluent comprehension of every spoken and computer language,Fun
970,Fun & Hypotheticals,You can possess one superhuman utility ability—which do you take (Calculated)?,Instant teleportation to any place visited before,Ability to pause time while remaining mobile,Instant photographic memory and perfect comprehension,Never needing sleep while staying at 100% mental energy,Telekinesis to manipulate physical objects with thought,Fluent comprehension of every spoken and computer language,Fun
971,Fun & Hypotheticals,You can possess one superhuman utility ability—which do you take (Deep Focus)?,Instant teleportation to any place visited before,Ability to pause time while remaining mobile,Instant photographic memory and perfect comprehension,Never needing sleep while staying at 100% mental energy,Telekinesis to manipulate physical objects with thought,Fluent comprehension of every spoken and computer language,Fun
972,Fun & Hypotheticals,You can possess one superhuman utility ability—which do you take (Late Night)?,Instant teleportation to any place visited before,Ability to pause time while remaining mobile,Instant photographic memory and perfect comprehension,Never needing sleep while staying at 100% mental energy,Telekinesis to manipulate physical objects with thought,Fluent comprehension of every spoken and computer language,Fun
973,Fun & Hypotheticals,You can possess one superhuman utility ability—which do you take (Social Vibe)?,Instant teleportation to any place visited before,Ability to pause time while remaining mobile,Instant photographic memory and perfect comprehension,Never needing sleep while staying at 100% mental energy,Telekinesis to manipulate physical objects with thought,Fluent comprehension of every spoken and computer language,Fun
974,Fun & Hypotheticals,You can possess one superhuman utility ability—which do you take (Solo Mode)?,Instant teleportation to any place visited before,Ability to pause time while remaining mobile,Instant photographic memory and perfect comprehension,Never needing sleep while staying at 100% mental energy,Telekinesis to manipulate physical objects with thought,Fluent comprehension of every spoken and computer language,Fun
